序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注
903,湖南信息学院,4143013836,湖南省教育厅,长沙市,本科,民办
904,湖南交通工程学院,4143013924,湖南省教育厅,衡阳市,本科,民办
905,湖南软件职业学院（本科）,4143013925,湖南省教育厅,湘潭市,本科,民办
906,中山大学,4144010558,教育部,广州市,本科,
907,暨南大学,4144010559,中央统战部,广州市,本科,
908,汕头大学,4144010560,广东省,汕头市,本科,
909,华南理工大学,4144010561,教育部,广州市,本科,
910,华南农业大学,4144010564,广东省,广州市,本科,
911,广东海洋大学,4144010566,广东省,湛江市,本科,
912,广州医科大学,4144010570,广东省,广州市,本科,
913,广东医科大学,4144010571,广东省,湛江市,本科,
914,广州中医药大学,4144010572,广东省,广州市,本科,
915,广东药科大学,4144010573,广东省,广州市,本科,
916,华南师范大学,4144010574,广东省,广州市,本科,
917,韶关学院,4144010576,广东省,韶关市,本科,
918,惠州学院,4144010577,广东省,惠州市,本科,
919,韩山师范学院,4144010578,广东省,潮州市,本科,
920,岭南师范学院,4144010579,广东省,湛江市,本科,
921,肇庆学院,4144010580,广东省,肇庆市,本科,
922,嘉应学院,4144010582,广东省,梅州市,本科,
923,广州体育学院,4144010585,广东省,广州市,本科,
924,广州美术学院,4144010586,广东省,广州市,本科,
925,星海音乐学院,4144010587,广东省,广州市,本科,
926,广东技术师范大学,4144010588,广东省,广州市,本科,
927,深圳大学,4144010590,广东省,深圳市,本科,
928,广东财经大学,4144010592,广东省,广州市,本科,
929,广东白云学院,4144010822,广东省教育厅,广州市,本科,民办
930,广州大学,4144011078,广东省,广州市,本科,
931,广州航海学院,4144011106,广东省,广州市,本科,
932,广东警官学院,4144011110,广东省,广州市,本科,
933,仲恺农业工程学院,4144011347,广东省,广州市,本科,
934,五邑大学,4144011349,广东省,江门市,本科,
935,广东金融学院,4144011540,广东省,广州市,本科,
936,电子科技大学中山学院,4144011545,广东省教育厅,中山市,本科,民办
937,广东石油化工学院,4144011656,广东省,茂名市,本科,
938,东莞理工学院,4144011819,广东省,东莞市,本科,
939,广东工业大学,4144011845,广东省,广州市,本科,
940,广东外语外贸大学,4144011846,广东省,广州市,本科,
941,佛山科学技术学院,4144011847,广东省,佛山市,本科,
942,广东培正学院,4144012059,广东省教育厅,广州市,本科,民办
943,南方医科大学,4144012121,广东省,广州市,本科,
944,广东东软学院,4144012574,广东省教育厅,佛山市,本科,民办
945,华南理工大学广州学院,4144012617,广东省教育厅,广州市,本科,民办
946,广州大学华软软件学院,4144012618,广东省教育厅,广州市,本科,民办
947,中山大学南方学院,4144012619,广东省教育厅,广州市,本科,民办
948,广东外语外贸大学南国商学院,4144012620,广东省教育厅,广州市,本科,民办
949,广东财经大学华商学院,4144012621,广东省教育厅,广州市,本科,民办
950,广东海洋大学寸金学院,4144012622,广东省教育厅,湛江市,本科,民办
951,华南农业大学珠江学院,4144012623,广东省教育厅,广州市,本科,民办
952,广州理工学院,4144012668,广东省教育厅,广州市,本科,民办
953,北京师范大学珠海分校,4144013177,广东省教育厅,珠海市,本科,民办
954,广东工业大学华立学院,4144013656,广东省教育厅,广州市,本科,民办
955,广州大学松田学院,4144013657,广东省教育厅,广州市,本科,民办
956,广州商学院,4144013667,广东省教育厅,广州市,本科,民办
957,北京理工大学珠海学院,4144013675,广东省教育厅,珠海市,本科,民办
958,吉林大学珠海学院,4144013684,广东省教育厅,珠海市,本科,民办
959,广州工商学院,4144013714,广东省教育厅,广州市,本科,民办
960,广州科技职业技术大学,4144013717,广东省教育厅,广州市,本科,民办
961,广东科技学院,4144013719,广东省教育厅,东莞市,本科,民办
962,广东理工学院,4144013720,广东省教育厅,肇庆市,本科,民办
963,广东工商职业技术大学,4144013721,广东省教育厅,肇庆市,本科,民办
964,东莞理工学院城市学院,4144013844,广东省教育厅,东莞市,本科,民办
965,中山大学新华学院,4144013902,广东省教育厅,广州市,本科,民办
966,广东第二师范学院,4144014278,广东省,广州市,本科,
967,南方科技大学,4144014325,广东省,深圳市,本科,
968,深圳技术大学,4144014655,广东省,深圳市,本科,
969,北京师范大学-香港浸会大学联合国际学院,4144016401,广东省教育厅,珠海市,本科,内地与港澳台地区合作办学
970,香港中文大学（深圳）,4144016407,广东省教育厅,深圳市,本科,内地与港澳台地区合作办学
971,深圳北理莫斯科大学,4144016409,广东省,深圳市,本科,中外合作办学
972,广东以色列理工学院,4144016410,广东省,汕头市,本科,中外合作办学
973,广西大学,4145010593,广西壮族自治区,南宁市,本科,
974,广西科技大学,4145010594,广西壮族自治区,柳州市,本科,
975,桂林电子科技大学,4145010595,广西壮族自治区,桂林市,本科,
976,桂林理工大学,4145010596,广西壮族自治区,桂林市,本科,
977,广西医科大学,4145010598,广西壮族自治区,南宁市,本科,
978,右江民族医学院,4145010599,广西壮族自治区,百色市,本科,
979,广西中医药大学,4145010600,广西壮族自治区,南宁市,本科,
980,桂林医学院,4145010601,广西壮族自治区,桂林市,本科,
981,广西师范大学,4145010602,广西壮族自治区,桂林市,本科,
982,南宁师范大学,4145010603,广西壮族自治区,南宁市,本科,
983,广西民族师范学院,4145010604,广西壮族自治区,崇左市,本科,
984,河池学院,4145010605,广西壮族自治区,河池市,本科,
985,玉林师范学院,4145010606,广西壮族自治区,玉林市,本科,
986,广西艺术学院,4145010607,广西壮族自治区,南宁市,本科,
987,广西民族大学,4145010608,广西壮族自治区,南宁市,本科,
988,百色学院,4145010609,广西壮族自治区,百色市,本科,
989,梧州学院,4145011354,广西壮族自治区,梧州市,本科,
990,广西科技师范学院,4145011546,广西壮族自治区,来宾市,本科,
991,广西财经学院,4145011548,广西壮族自治区,南宁市,本科,
992,南宁学院,4145011549,广西自治区教育厅,南宁市,本科,民办
993,北部湾大学,4145011607,广西壮族自治区,钦州市,本科,
994,桂林航天工业学院,4145011825,广西壮族自治区,桂林市,本科,
995,桂林旅游学院,4145011837,广西壮族自治区,桂林市,本科,
996,贺州学院,4145011838,广西壮族自治区,贺州市,本科,
997,广西警察学院,4145013520,广西壮族自治区,南宁市,本科,
998,北海艺术设计学院,4145013524,广西自治区教育厅,北海市,本科,民办
999,广西大学行健文理学院,4145013638,广西自治区教育厅,南宁市,本科,民办
1000,柳州工学院,4145013639,广西自治区教育厅,柳州市,本科,民办
1001,广西民族大学相思湖学院,4145013640,广西自治区教育厅,南宁市,本科,民办
1002,广西师范大学漓江学院,4145013641,广西自治区教育厅,桂林市,本科,民办
1003,南宁师范大学师园学院,4145013642,广西自治区教育厅,南宁市,本科,民办
1004,广西中医药大学赛恩斯新医药学院,4145013643,广西自治区教育厅,南宁市,本科,民办
1005,桂林电子科技大学信息科技学院,4145013644,广西自治区教育厅,桂林市,本科,民办
1006,桂林理工大学博文管理学院,4145013645,广西自治区教育厅,桂林市,本科,民办
1007,广西外国语学院,4145013830,广西自治区教育厅,南宁市,本科,民办
1008,北京航空航天大学北海学院,4145013890,广西自治区教育厅,北海市,本科,民办
1009,广西城市职业大学,4145013920,广西自治区教育厅,崇左市,本科,民办
1010,广西职业师范学院,4145014684,广西壮族自治区,南宁市,本科,
1011,海南大学,4146010589,海南省,海口市,本科,
1012,海南热带海洋学院,4146011100,海南省,三亚市,本科,
1013,海南师范大学,4146011658,海南省,海口市,本科,
1014,海南医学院,4146011810,海南省,海口市,本科,
1015,海口经济学院,4146012308,海南省教育厅,海口市,本科,民办
1016,琼台师范学院,4146013811,海南省,海口市,本科,
1017,三亚学院,4146013892,海南省教育厅,三亚市,本科,民办
1018,海南科技职业大学,4146014172,海南省教育厅,海口市,本科,民办
1019,重庆大学,4150010611,教育部,重庆市,本科,
1020,重庆邮电大学,4150010617,重庆市,重庆市,本科,
1021,重庆交通大学,4150010618,重庆市,重庆市,本科,
1022,重庆医科大学,4150010631,重庆市,重庆市,本科,
1023,西南大学,4150010635,教育部,重庆市,本科,
1024,重庆师范大学,4150010637,重庆市,重庆市,本科,
1025,重庆文理学院,4150010642,重庆市,重庆市,本科,
1026,重庆三峡学院,4150010643,重庆市,重庆市,本科,
1027,长江师范学院,4150010647,重庆市,重庆市,本科,
1028,四川外国语大学,4150010650,重庆市,重庆市,本科,
1029,西南政法大学,4150010652,重庆市,重庆市,本科,
1030,四川美术学院,4150010655,重庆市,重庆市,本科,
1031,重庆科技学院,4150011551,重庆市,重庆市,本科,
1032,重庆理工大学,4150011660,重庆市,重庆市,本科,
1033,重庆工商大学,4150011799,重庆市,重庆市,本科,
1034,重庆机电职业技术大学,4150012607,重庆市教委,重庆市,本科,民办
1035,重庆工程学院,4150012608,重庆市教委,重庆市,本科,民办
1036,重庆大学城市科技学院,4150012616,重庆市教委,重庆市,本科,民办
1037,重庆警察学院,4150012757,重庆市,重庆市,本科,
1038,重庆人文科技学院,4150013548,重庆市教委,重庆市,本科,民办
1039,四川外国语大学重庆南方翻译学院,4150013588,重庆市教委,重庆市,本科,民办
1040,重庆师范大学涉外商贸学院,4150013589,重庆市教委,重庆市,本科,民办
1041,重庆工商大学融智学院,4150013590,重庆市教委,重庆市,本科,民办
1042,重庆工商大学派斯学院,4150013591,重庆市教委,重庆市,本科,民办
1043,重庆邮电大学移通学院,4150013627,重庆市教委,重庆市,本科,民办
1044,重庆第二师范学院,4150014388,重庆市,重庆市,本科,
1045,四川大学,4151010610,教育部,成都市,本科,
1046,西南交通大学,4151010613,教育部,成都市,本科,
1047,电子科技大学,4151010614,教育部,成都市,本科,
1048,西南石油大学,4151010615,四川省,成都市,本科,
1049,成都理工大学,4151010616,四川省,成都市,本科,
1050,西南科技大学,4151010619,四川省,绵阳市,本科,
1051,成都信息工程大学,4151010621,四川省,成都市,本科,
1052,四川轻化工大学,4151010622,四川省,自贡市,本科,
1053,西华大学,4151010623,四川省,成都市,本科,
1054,中国民用航空飞行学院,4151010624,交通运输部（中国民用航空局）,德阳市,本科,
1055,四川农业大学,4151010626,四川省,雅安市,本科,
1056,西昌学院,4151010628,四川省,凉山彝族自治州,本科,
1057,西南医科大学,4151010632,四川省,泸州市,本科,
1058,成都中医药大学,4151010633,四川省,成都市,本科,
1059,川北医学院,4151010634,四川省,南充市,本科,
1060,四川师范大学,4151010636,四川省,成都市,本科,
1061,西华师范大学,4151010638,四川省,南充市,本科,
1062,绵阳师范学院,4151010639,四川省,绵阳市,本科,
1063,内江师范学院,4151010640,四川省,内江市,本科,
1064,宜宾学院,4151010641,四川省,宜宾市,本科,
1065,四川文理学院,4151010644,四川省,达州市,本科,
1066,阿坝师范学院,4151010646,四川省,阿坝藏族羌族自治州,本科,
1067,乐山师范学院,4151010649,四川省,乐山市,本科,
1068,西南财经大学,4151010651,教育部,成都市,本科,
1069,成都体育学院,4151010653,四川省,成都市,本科,
1070,四川音乐学院,4151010654,四川省,成都市,本科,
1071,西南民族大学,4151010656,国家民委,成都市,本科,
1072,成都大学,4151011079,四川省,成都市,本科,
1073,成都工业学院,4151011116,四川省,成都市,本科,
1074,攀枝花学院,4151011360,四川省,攀枝花市,本科,
1075,四川旅游学院,4151011552,四川省,成都市,本科,
1076,四川民族学院,4151011661,四川省,甘孜藏族自治州,本科,
1077,四川警察学院,4151012212,四川省,泸州市,本科,
1078,成都东软学院,4151012636,四川省教育厅,成都市,本科,民办
1079,成都艺术职业大学,4151012969,四川省教育厅,成都市,本科,民办
1080,电子科技大学成都学院,4151013665,四川省教育厅,成都市,本科,民办
1081,成都理工大学工程技术学院,4151013668,四川省教育厅,乐山市,本科,民办
1082,四川传媒学院,4151013669,四川省教育厅,成都市,本科,民办
1083,成都银杏酒店管理学院,4151013670,四川省教育厅,成都市,本科,民办
1084,成都文理学院,4151013671,四川省教育厅,成都市,本科,民办
1085,四川工商学院,4151013672,四川省教育厅,成都市,本科,民办
1086,四川外国语大学成都学院,4151013673,四川省教育厅,成都市,本科,民办
1087,成都医学院,4151013705,四川省,成都市,本科,
1088,四川工业科技学院,4151013816,四川省教育厅,德阳市,本科,民办
1089,四川大学锦城学院,4151013903,四川省教育厅,成都市,本科,民办
1090,西南财经大学天府学院,4151014037,四川省教育厅,绵阳市,本科,民办
1091,四川大学锦江学院,4151014039,四川省教育厅,眉山市,本科,民办
1092,四川文化艺术学院,4151014043,四川省教育厅,绵阳市,本科,民办
1093,西南科技大学城市学院,4151014045,四川省教育厅,绵阳市,本科,民办
1094,西南交通大学希望学院,4151014262,四川省教育厅,南充市,本科,民办
1095,成都师范学院,4151014389,四川省,成都市,本科,
1096,四川电影电视学院,4151014410,四川省教育厅,成都市,本科,民办
1097,吉利学院,4111012802,四川省教育厅,成都市,本科,民办
1098,贵州大学,4152010657,贵州省,贵阳市,本科,
1099,贵州医科大学,4152010660,贵州省,贵阳市,本科,
1100,遵义医科大学,4152010661,贵州省,遵义市,本科,
1101,贵州中医药大学,4152010662,贵州省,贵阳市,本科,
1102,贵州师范大学,4152010663,贵州省,贵阳市,本科,
1103,遵义师范学院,4152010664,贵州省,遵义市,本科,
1104,铜仁学院,4152010665,贵州省,铜仁市,本科,
1105,兴义民族师范学院,4152010666,贵州省,黔西南布依族苗族自治州,本科,
1106,安顺学院,4152010667,贵州省,安顺市,本科,
1107,贵州工程应用技术学院,4152010668,贵州省,毕节市,本科,
1108,凯里学院,4152010669,贵州省,黔东南苗族侗族自治州,本科,
1109,黔南民族师范学院,4152010670,贵州省,黔南布依族苗族自治州,本科,
1110,贵州财经大学,4152010671,贵州省,贵阳市,本科,
1111,贵州民族大学,4152010672,贵州省,贵阳市,本科,
1112,贵阳学院,4152010976,贵州省,贵阳市,本科,
1113,六盘水师范学院,4152010977,贵州省,六盘水市,本科,
1114,贵州商学院,4152011731,贵州省,贵阳市,本科,
1115,贵州警察学院,4152012107,贵州省,贵阳市,本科,
1116,贵州中医药大学时珍学院,4152013647,贵州省教育厅,贵阳市,本科,民办
1117,贵州财经大学商务学院,4152013648,贵州省教育厅,贵阳市,本科,民办
1118,贵州大学科技学院,4152013649,贵州省教育厅,贵阳市,本科,民办
1119,贵州大学明德学院,4152013650,贵州省教育厅,贵阳市,本科,民办
1120,贵州民族大学人文科技学院,4152013651,贵州省教育厅,贵阳市,本科,民办
1121,贵州师范大学求是学院,4152013652,贵州省教育厅,贵阳市,本科,民办
1122,遵义医科大学医学与科技学院,4152013653,贵州省教育厅,遵义市,本科,民办
1123,贵州医科大学神奇民族医药学院,4152013676,贵州省教育厅,贵阳市,本科,民办
1124,贵州师范学院,4152014223,贵州省,贵阳市,本科,
1125,贵州理工学院,4152014440,贵州省,贵阳市,本科,
1126,茅台学院,4152014625,贵州省教育厅,遵义市,本科,民办
1127,云南大学,4153010673,云南省,昆明市,本科,
1128,昆明理工大学,4153010674,云南省,昆明市,本科,
1129,云南农业大学,4153010676,云南省,昆明市,本科,
1130,西南林业大学,4153010677,云南省,昆明市,本科,
1131,昆明医科大学,4153010678,云南省,昆明市,本科,
1132,大理大学,4153010679,云南省,大理白族自治州,本科,
1133,云南中医药大学,4153010680,云南省,昆明市,本科,
1134,云南师范大学,4153010681,云南省,昆明市,本科,
1135,昭通学院,4153010683,云南省,昭通市,本科,
1136,曲靖师范学院,4153010684,云南省,曲靖市,本科,
1137,普洱学院,4153010685,云南省,普洱市,本科,
1138,保山学院,4153010686,云南省,保山市,本科,
1139,红河学院,4153010687,云南省,红河哈尼族彝族自治州,本科,
1140,云南财经大学,4153010689,云南省,昆明市,本科,
1141,云南艺术学院,4153010690,云南省,昆明市,本科,
1142,云南民族大学,4153010691,云南省,昆明市,本科,
1143,玉溪师范学院,4153011390,云南省,玉溪市,本科,
1144,楚雄师范学院,4153011391,云南省,楚雄彝族自治州,本科,
1145,云南警官学院,4153011392,云南省,昆明市,本科,
1146,昆明学院,4153011393,云南省,昆明市,本科,
1147,文山学院,4153011556,云南省,文山壮族苗族自治州,本科,
1148,云南经济管理学院,4153012560,云南省教育厅,昆明市,本科,民办
1149,云南大学滇池学院,4153013326,云南省教育厅,昆明市,本科,民办
1150,云南大学旅游文化学院,4153013328,云南省教育厅,丽江市,本科,民办
1151,昆明理工大学津桥学院,4153013329,云南省教育厅,昆明市,本科,民办
1152,云南师范大学商学院,4153013330,云南省教育厅,昆明市,本科,民办
1153,云南师范大学文理学院,4153013331,云南省教育厅,昆明市,本科,民办
1154,昆明医科大学海源学院,4153013332,云南省教育厅,昆明市,本科,民办
1155,云南艺术学院文华学院,4153013333,云南省教育厅,昆明市,本科,民办
1156,云南工商学院,4153013909,云南省教育厅,昆明市,本科,民办
1157,滇西科技师范学院,4153014092,云南省,临沧市,本科,
1158,滇西应用技术大学,4153014623,云南省,大理市,本科,
1159,西藏农牧学院,4154010693,西藏自治区,林芝市,本科,
1160,西藏大学,4154010694,西藏自治区,拉萨市,本科,
1161,西藏民族大学,4154010695,西藏自治区,咸阳市,本科,
1162,西藏藏医药大学,4154010696,西藏自治区,拉萨市,本科,
1163,西北大学,4161010697,陕西省,西安市,本科,
1164,西安交通大学,4161010698,教育部,西安市,本科,
1165,西北工业大学,4161010699,工业和信息化部,西安市,本科,
1166,西安理工大学,4161010700,陕西省,西安市,本科,
1167,西安电子科技大学,4161010701,教育部,西安市,本科,
1168,西安工业大学,4161010702,陕西省,西安市,本科,
1169,西安建筑科技大学,4161010703,陕西省,西安市,本科,
1170,西安科技大学,4161010704,陕西省,西安市,本科,
1171,西安石油大学,4161010705,陕西省,西安市,本科,
1172,陕西科技大学,4161010708,陕西省,西安市,本科,
1173,西安工程大学,4161010709,陕西省,西安市,本科,
1174,长安大学,4161010710,教育部,西安市,本科,
1175,西北农林科技大学,4161010712,教育部,咸阳市,本科,
1176,陕西中医药大学,4161010716,陕西省,咸阳市,本科,
1177,陕西师范大学,4161010718,教育部,西安市,本科,
1178,延安大学,4161010719,陕西省,延安市,本科,
1179,陕西理工大学,4161010720,陕西省,汉中市,本科,
1180,宝鸡文理学院,4161010721,陕西省,宝鸡市,本科,
1181,咸阳师范学院,4161010722,陕西省,咸阳市,本科,
1182,渭南师范学院,4161010723,陕西省,渭南市,本科,
1183,西安外国语大学,4161010724,陕西省,西安市,本科,
1184,西北政法大学,4161010726,陕西省,西安市,本科,
1185,西安体育学院,4161010727,陕西省,西安市,本科,
1186,西安音乐学院,4161010728,陕西省,西安市,本科,
1187,西安美术学院,4161010729,陕西省,西安市,本科,
1188,西安文理学院,4161011080,陕西省,西安市,本科,
1189,榆林学院,4161011395,陕西省,榆林市,本科,
1190,商洛学院,4161011396,陕西省,商洛市,本科,
1191,安康学院,4161011397,陕西省,安康市,本科,
1192,西安培华学院,4161011400,陕西省教育厅,西安市,本科,民办
1193,西安财经大学,4161011560,陕西省,西安市,本科,
1194,西安邮电大学,4161011664,陕西省,西安市,本科,
1195,西安航空学院,4161011736,陕西省,西安市,本科,
1196,西安医学院,4161011840,陕西省,西安市,本科,
1197,西安欧亚学院,4161012712,陕西省教育厅,西安市,本科,民办
1198,西安外事学院,4161012713,陕西省教育厅,西安市,本科,民办
1199,西安翻译学院,4161012714,陕西省教育厅,西安市,本科,民办
1200,西京学院,4161012715,陕西省教育厅,西安市,本科,民办
1201,西安思源学院,4161013121,陕西省教育厅,西安市,本科,民办
1202,陕西国际商贸学院,4161013123,陕西省教育厅,咸阳市,本科,民办
1203,陕西服装工程学院,4161013125,陕西省教育厅,咸阳市,本科,民办
1204,西安交通工程学院,4161013569,陕西省教育厅,西安市,本科,民办
1205,西安交通大学城市学院,4161013677,陕西省教育厅,西安市,本科,民办
1206,西北大学现代学院,4161013678,陕西省教育厅,西安市,本科,民办
1207,西安建筑科技大学华清学院,4161013679,陕西省教育厅,西安市,本科,民办
1208,西安财经大学行知学院,4161013680,陕西省教育厅,西安市,本科,民办
1209,陕西科技大学镐京学院,4161013681,陕西省教育厅,咸阳市,本科,民办
1210,西安工商学院,4161013682,陕西省教育厅,西安市,本科,民办
1211,延安大学西安创新学院,4161013683,陕西省教育厅,西安市,本科,民办
1212,西安电子科技大学长安学院,4161013685,陕西省教育厅,西安市,本科,民办
1213,西安汽车职业大学,4161013738,陕西省教育厅,西安市,本科,民办
1214,西安明德理工学院,4161013894,陕西省教育厅,西安市,本科,民办
1215,西安信息职业大学,4161014030,陕西省教育厅,西安市,本科,民办
1216,长安大学兴华学院,4161014034,陕西省教育厅,西安市,本科,民办
1217,西安理工大学高科学院,4161014041,陕西省教育厅,西安市,本科,民办
1218,西安科技大学高新学院,4161014042,陕西省教育厅,西安市,本科,民办
1219,陕西学前师范学院,4161014390,陕西省,西安市,本科,
1220,兰州大学,4162010730,教育部,兰州市,本科,
1221,兰州理工大学,4162010731,甘肃省,兰州市,本科,
1222,兰州交通大学,4162010732,甘肃省,兰州市,本科,
1223,甘肃农业大学,4162010733,甘肃省,兰州市,本科,
1224,甘肃中医药大学,4162010735,甘肃省,兰州市,本科,
1225,西北师范大学,4162010736,甘肃省,兰州市,本科,
1226,兰州城市学院,4162010737,甘肃省,兰州市,本科,
1227,陇东学院,4162010738,甘肃省,庆阳市,本科,
1228,天水师范学院,4162010739,甘肃省,天水市,本科,
1229,河西学院,4162010740,甘肃省,张掖市,本科,
1230,兰州财经大学,4162010741,甘肃省,兰州市,本科,
1231,西北民族大学,4162010742,国家民委,兰州市,本科,
1232,甘肃政法大学,4162011406,甘肃省,兰州市,本科,
1233,甘肃民族师范学院,4162011561,甘肃省,甘南藏族自治州,本科,
1234,兰州文理学院,4162011562,甘肃省,兰州市,本科,
1235,甘肃医学院,4162011805,甘肃省,平凉市,本科,
1236,兰州工业学院,4162011807,甘肃省,兰州市,本科,
1237,西北师范大学知行学院,4162013510,甘肃省教育厅,兰州市,本科,民办
1238,兰州财经大学陇桥学院,4162013511,甘肃省教育厅,兰州市,本科,民办
1239,兰州财经大学长青学院,4162013512,甘肃省教育厅,兰州市,本科,民办
1240,兰州交通大学博文学院,4162013514,甘肃省教育厅,兰州市,本科,民办
1241,兰州理工大学技术工程学院,4162013515,甘肃省教育厅,兰州市,本科,民办
1242,青海大学,4163010743,青海省,西宁市,本科,
1243,青海师范大学,4163010746,青海省,西宁市,本科,
1244,青海民族大学,4163010748,青海省,西宁市,本科,
1245,青海大学昆仑学院,4163013674,青海省教育厅,西宁市,本科,民办
1246,宁夏大学,4164010749,宁夏回族自治区,银川市,本科,
1247,宁夏医科大学,4164010752,宁夏回族自治区,银川市,本科,
1248,宁夏师范学院,4164010753,宁夏回族自治区,固原市,本科,
1249,北方民族大学,4164011407,国家民委,银川市,本科,
1250,宁夏理工学院,4164012544,宁夏自治区教育厅,石嘴山市,本科,民办
1251,宁夏大学新华学院,4164013325,宁夏自治区教育厅,银川市,本科,民办
1252,银川能源学院,4164013820,宁夏自治区教育厅,银川市,本科,民办
1253,中国矿业大学银川学院,4164014200,宁夏自治区教育厅,银川市,本科,民办
1254,新疆大学,4165010755,新疆维吾尔自治区,乌鲁木齐市,本科,
1255,塔里木大学,4165010757,新疆生产建设兵团,阿拉尔市,本科,
1256,新疆农业大学,4165010758,新疆维吾尔自治区,乌鲁木齐市,本科,
1257,石河子大学,4165010759,新疆生产建设兵团,石河子市,本科,
1258,新疆医科大学,4165010760,新疆维吾尔自治区,乌鲁木齐市,本科,
1259,新疆师范大学,4165010762,新疆维吾尔自治区,乌鲁木齐市,本科,
1260,喀什大学,4165010763,新疆维吾尔自治区,喀什地区,本科,
1261,伊犁师范大学,4165010764,新疆维吾尔自治区,伊犁哈萨克自治州,本科,
1262,新疆财经大学,4165010766,新疆维吾尔自治区,乌鲁木齐市,本科,
1263,新疆艺术学院,4165010768,新疆维吾尔自治区,乌鲁木齐市,本科,
1264,新疆工程学院,4165010994,新疆维吾尔自治区,乌鲁木齐市,本科,
1265,昌吉学院,4165010997,新疆维吾尔自治区,昌吉回族自治州,本科,
1266,新疆警察学院,4165012734,新疆维吾尔自治区,乌鲁木齐市,本科,
1267,新疆理工学院,4165013558,新疆维吾尔自治区,阿克苏地区,本科,
1268,新疆农业大学科学技术学院,4165013559,新疆自治区教育厅,乌鲁木齐市,本科,民办
1269,新疆医科大学厚博学院,4165013560,新疆自治区教育厅,乌鲁木齐市,本科,民办
1270,新疆科技学院,4165013561,新疆维吾尔自治区,巴音郭楞蒙古自治州,本科,
1271,石河子大学科技学院,4165013628,新疆生产建设兵团教育局,石河子市,本科,民办
1272,新疆天山职业技术大学,4165013727,新疆自治区教育厅,乌鲁木齐市,本科,民办
